day_of_week,hour_of_day,traffic_level,total_connectors,available_connectors,queue_length,wait_time_minutes
3,2,0,2,0,0,12.87
4,5,0,4,0,1,9.81
2,10,0,2,1,0,0.0
6,2,0,3,0,2,23.06
3,20,1,3,1,0,0.0
4,2,0,2,0,0,14.9
6,8,1,2,0,5,115.69
0,1,1,4,1,0,0.0
3,1,0,2,0,0,10.41
6,4,0,4,2,0,0.0
3,20,0,4,0,2,19.82
6,9,1,3,1,0,0.0
4,2,0,2,2,0,0.0
0,6,1,2,1,0,0.0
0,11,0,4,4,0,0.0
2,16,2,2,0,2,74.37
4,0,1,4,4,0,0.0
2,8,2,4,1,0,0.0
1,6,0,4,2,0,0.0
1,10,0,3,0,2,26.44
2,14,0,2,2,0,0.0
5,21,0,4,1,0,0.0
1,3,0,2,0,2,39.49
6,6,1,2,2,0,0.0
5,9,2,4,0,5,70.49
6,9,2,3,0,2,45.16
4,8,2,2,0,3,99.0
0,6,0,2,0,1,24.35
5,12,0,4,3,0,0.0
3,19,2,2,1,0,0.0
4,19,2,3,0,1,31.5
4,3,0,2,2,0,0.0
0,0,0,3,2,0,0.0
3,12,1,4,1,0,0.0
0,1,0,3,1,0,0.0
3,23,0,3,2,0,0.0
3,20,0,2,0,0,15.16
2,4,0,3,1,0,0.0
0,20,1,4,0,1,17.36
1,0,0,2,2,0,0.0
1,14,1,4,4,0,0.0
2,8,2,2,1,0,0.0
0,23,0,4,1,0,0.0
0,12,0,4,0,0,7.16
3,13,0,3,1,0,0.0
0,18,2,2,0,3,100.33
5,9,2,4,0,3,46.71
0,21,0,3,1,0,0.0
5,14,1,2,0,2,50.61
6,13,1,4,3,0,0.0
6,7,2,4,0,3,48.11
2,2,0,4,3,0,0.0
6,15,0,4,2,0,0.0
5,11,1,4,4,0,0.0
1,10,1,4,2,0,0.0
3,5,0,4,2,0,0.0
3,11,0,3,3,0,0.0
5,17,2,3,1,0,0.0
0,19,1,3,0,3,52.54
5,14,1,3,1,0,0.0
0,10,1,4,1,0,0.0
4,10,1,4,1,0,0.0
6,18,1,2,1,0,0.0
0,13,1,2,2,0,0.0
0,16,2,2,0,3,99.06
4,21,1,2,0,2,49.77
5,10,0,3,2,0,0.0
5,11,0,4,4,0,0.0
5,12,1,2,1,0,0.0
5,13,0,4,1,0,0.0
5,20,0,3,1,0,0.0
5,0,0,4,3,0,0.0
1,2,0,4,1,0,0.0
6,12,0,3,0,0,9.41
0,0,0,2,0,0,14.65
1,21,0,2,1,0,0.0
3,3,0,3,3,0,0.0
0,22,0,4,2,0,0.0
3,11,0,2,1,0,0.0
4,18,2,3,0,4,79.27
0,15,0,3,0,1,14.99
5,15,1,3,0,1,19.58
5,18,2,4,1,0,0.0
0,12,0,2,0,1,21.07
2,17,1,2,0,1,43.11
3,12,0,4,1,0,0.0
4,15,0,2,1,0,0.0
4,22,0,3,3,0,0.0
0,0,0,4,4,0,0.0
6,21,1,2,1,0,0.0
0,16,2,2,0,5,141.79
3,17,2,4,0,3,47.56
4,3,1,4,3,0,0.0
1,14,0,3,0,1,16.11
4,10,0,3,1,0,0.0
6,2,0,2,1,0,0.0
1,0,1,3,1,0,0.0
6,12,0,2,0,0,13.11
2,21,0,4,1,0,0.0
5,14,0,4,0,0,7.88
1,4,1,4,4,0,0.0
0,14,0,3,3,0,0.0
0,22,1,4,2,0,0.0
5,17,2,2,1,0,0.0
0,8,2,3,1,0,0.0
0,2,0,2,2,0,0.0
2,15,1,3,1,0,0.0
1,3,0,2,0,2,39.22
1,21,0,2,2,0,0.0
4,11,0,4,3,0,0.0
0,21,1,2,1,0,0.0
0,17,1,2,0,2,57.33
2,4,1,4,3,0,0.0
0,11,1,2,0,0,15.92
4,21,1,3,0,1,22.23
6,4,0,3,3,0,0.0
6,6,1,2,1,0,0.0
3,15,0,2,0,1,24.5
4,20,1,4,0,0,11.34
5,4,0,4,0,1,13.48
4,2,0,4,1,0,0.0
5,13,0,4,1,0,0.0
6,8,1,3,1,0,0.0
0,10,0,3,1,0,0.0
5,23,0,3,3,0,0.0
4,7,1,4,1,0,0.0
4,16,2,3,0,2,49.47
4,16,2,3,0,4,81.33
4,0,0,3,0,2,27.35
6,4,0,4,2,0,0.0
2,12,0,3,2,0,0.0
2,17,2,4,0,4,60.36
4,15,1,3,1,0,0.0
3,10,1,2,1,0,0.0
2,17,2,4,0,3,45.41
5,8,2,3,0,3,64.8
2,7,1,4,0,3,37.7
1,10,1,4,3,0,0.0
2,8,2,4,0,5,70.94
6,4,0,4,1,0,0.0
5,21,1,3,2,0,0.0
1,14,1,4,1,0,0.0
0,23,0,4,1,0,0.0
1,19,2,4,0,4,61.17
2,7,2,3,0,5,98.48
3,17,1,3,0,5,78.04
0,8,2,2,1,0,0.0
0,2,0,2,1,0,0.0
3,17,2,4,1,0,0.0
1,8,2,2,1,0,0.0
4,3,0,3,3,0,0.0
2,3,0,2,0,1,25.62
6,1,0,2,1,0,0.0
0,17,2,4,0,1,27.4
5,21,0,3,0,2,25.48
4,1,0,2,1,0,0.0
4,23,0,3,3,0,0.0
1,7,2,2,0,5,149.2
2,7,1,2,0,2,59.63
1,12,1,2,2,0,0.0
0,5,1,2,2,0,0.0
4,8,1,3,0,2,35.48
6,13,0,2,1,0,0.0
4,5,0,2,1,0,0.0
0,0,1,2,1,0,0.0
3,18,2,4,1,0,0.0
1,7,1,2,1,0,0.0
5,14,0,3,3,0,0.0
6,19,1,3,0,2,40.51
5,15,1,3,2,0,0.0
2,0,1,3,3,0,0.0
6,14,0,4,2,0,0.0
1,22,1,2,2,0,0.0
5,12,0,2,0,0,13.26
2,11,0,3,1,0,0.0
5,9,2,2,1,0,0.0
0,21,0,4,0,1,15.08
5,0,1,3,2,0,0.0
2,12,0,2,1,0,0.0
5,14,0,3,3,0,0.0
2,11,0,2,1,0,0.0
2,15,0,2,0,2,38.85
5,16,2,4,0,1,23.72
3,11,0,2,0,2,35.05
1,2,1,4,4,0,0.0
0,8,2,2,0,4,119.58
1,9,2,2,0,2,70.3
1,13,0,3,0,0,7.17
6,2,0,4,4,0,0.0
5,23,0,2,2,0,0.0
3,13,0,2,0,0,13.68
4,22,0,2,0,1,28.34
6,5,0,4,3,0,0.0
4,11,0,4,1,0,0.0
4,5,0,2,1,0,0.0
6,5,1,3,0,2,33.29
4,1,0,3,1,0,0.0
0,15,0,2,0,2,35.11
6,11,0,4,3,0,0.0
1,14,1,2,0,2,49.64
1,5,1,4,0,0,10.52
3,4,0,2,1,0,0.0
4,15,0,4,4,0,0.0
4,23,1,3,3,0,0.0
5,16,2,3,1,0,0.0
6,8,2,4,0,5,70.78
6,15,0,2,0,0,12.23
4,11,0,3,3,0,0.0
3,12,0,3,0,1,16.7
3,6,0,2,1,0,0.0
6,20,0,2,2,0,0.0
6,23,1,2,1,0,0.0
3,7,1,2,0,4,95.93
2,15,0,3,3,0,0.0
2,6,0,3,3,0,0.0
0,7,2,2,0,3,97.3
2,1,0,3,3,0,0.0
5,13,1,2,1,0,0.0
2,16,2,4,0,4,59.76
0,11,0,3,2,0,0.0
4,5,0,2,0,2,38.34
5,17,1,3,0,5,76.23
1,20,0,4,0,1,11.63
3,10,0,4,2,0,0.0
4,10,0,3,0,2,26.44
4,3,0,3,3,0,0.0
6,16,2,2,0,2,71.25
6,12,1,3,3,0,0.0
5,23,0,4,1,0,0.0
1,6,1,2,1,0,0.0
2,12,0,2,0,1,28.45
0,4,0,2,2,0,0.0
1,13,0,2,2,0,0.0
4,8,1,2,0,2,57.7
6,1,1,3,3,0,0.0
6,2,0,2,0,2,37.95
3,3,1,2,1,0,0.0
6,10,1,4,2,0,0.0
6,15,1,3,2,0,0.0
5,21,1,3,1,0,0.0
5,21,1,4,4,0,0.0
5,8,1,4,0,1,21.37
3,15,0,3,2,0,0.0
3,23,0,3,2,0,0.0
6,8,1,2,0,2,55.66
1,14,0,2,2,0,0.0
4,16,2,3,1,0,0.0
3,18,2,3,0,2,44.48
1,19,2,3,0,3,60.95
0,13,0,3,1,0,0.0
3,15,0,2,1,0,0.0
0,9,2,2,1,0,0.0
3,18,2,2,1,0,0.0
6,7,1,3,0,3,54.53
1,19,2,3,1,0,0.0
6,2,0,2,0,2,36.4
0,4,0,4,3,0,0.0
0,22,0,4,0,0,11.37
3,5,0,2,1,0,0.0
6,11,1,4,2,0,0.0
5,18,1,2,0,3,76.87
2,3,1,2,0,0,16.62
4,0,0,2,1,0,0.0
6,15,0,2,2,0,0.0
2,19,1,4,0,2,32.33
0,14,0,4,1,0,0.0
5,22,0,4,3,0,0.0
4,7,2,4,0,4,64.01
6,10,0,4,3,0,0.0
6,14,1,3,2,0,0.0
2,20,0,4,3,0,0.0
6,7,2,3,0,2,52.12
1,14,1,2,0,0,18.67
0,1,0,4,1,0,0.0
0,14,0,2,2,0,0.0
0,9,2,3,0,5,98.05
1,22,0,3,3,0,0.0
0,20,1,4,4,0,0.0
5,18,2,3,0,4,81.19
5,1,0,3,3,0,0.0
1,11,0,2,0,1,26.56
3,5,0,3,3,0,0.0
6,22,0,3,1,0,0.0
6,10,1,4,3,0,0.0
5,10,1,4,1,0,0.0
0,5,0,3,0,1,15.56
2,4,0,2,0,2,35.86
4,15,0,3,1,0,0.0
3,1,1,2,1,0,0.0
5,10,0,4,2,0,0.0
0,3,1,3,1,0,0.0
1,4,1,3,2,0,0.0
4,12,1,4,4,0,0.0
4,6,1,3,0,1,21.66
5,18,2,4,1,0,0.0
0,9,1,3,1,0,0.0
4,20,0,2,1,0,0.0
3,19,1,4,0,5,58.16
1,14,0,3,0,0,7.43
5,18,2,3,0,1,33.39
4,7,1,2,1,0,0.0
1,12,0,2,0,0,14.41
6,8,2,4,1,0,0.0
0,16,2,4,0,5,72.18
5,1,1,3,1,0,0.0
4,21,0,4,0,0,9.21
3,17,2,4,0,5,69.72
5,6,1,2,1,0,0.0
0,10,0,4,3,0,0.0
0,3,1,2,2,0,0.0
2,5,0,4,2,0,0.0
3,5,0,3,1,0,0.0
2,3,0,3,0,0,7.95
1,3,0,2,0,1,23.57
1,3,0,3,0,2,21.27
6,17,2,3,0,4,79.83
5,19,1,3,0,1,25.76
2,5,0,3,2,0,0.0
5,0,0,4,0,0,9.28
1,10,1,2,2,0,0.0
4,6,1,3,2,0,0.0
0,10,0,3,0,2,26.26
6,12,0,2,0,2,35.45
5,15,1,4,0,2,28.08
1,21,1,3,3,0,0.0
3,10,0,4,1,0,0.0
0,1,0,3,0,2,27.44
2,0,0,4,2,0,0.0
3,23,0,2,1,0,0.0
0,4,1,2,2,0,0.0
4,3,0,4,3,0,0.0
3,17,2,4,0,1,25.16
4,1,0,4,1,0,0.0
2,17,2,3,0,1,31.55
0,9,1,4,0,4,46.83
1,8,2,3,0,5,95.26
2,2,0,3,2,0,0.0
3,0,0,2,1,0,0.0
1,22,0,2,2,0,0.0
4,19,2,2,0,1,50.18
2,10,0,3,1,0,0.0
4,6,0,4,1,0,0.0
0,8,2,3,0,5,99.77
4,22,0,4,4,0,0.0
5,9,2,2,0,3,99.09
3,2,0,4,2,0,0.0
5,1,0,2,0,2,36.52
0,3,0,3,3,0,0.0
6,11,1,3,0,1,19.43
1,18,1,4,0,3,39.28
1,5,1,4,0,2,20.84
6,0,0,3,1,0,0.0
1,23,1,4,1,0,0.0
3,0,1,4,2,0,0.0
4,23,0,2,2,0,0.0
1,1,0,3,3,0,0.0
1,16,2,3,0,4,80.65
4,13,0,4,2,0,0.0
1,19,2,2,1,0,0.0
2,20,0,4,0,0,5.95
3,18,2,2,0,2,71.07
4,5,1,4,0,2,21.19
1,4,0,4,1,0,0.0
1,23,1,2,0,2,49.78
3,4,0,2,0,2,36.43
0,20,1,2,0,2,46.41
0,13,0,2,0,1,19.26
1,4,1,4,0,1,16.19
2,13,1,3,2,0,0.0
3,21,1,2,0,0,19.79
3,11,1,2,2,0,0.0
1,15,0,3,3,0,0.0
0,8,2,2,1,0,0.0
1,1,1,2,1,0,0.0
4,9,2,2,0,3,99.32
1,9,1,3,1,0,0.0
6,0,1,3,0,2,31.59
3,11,1,3,1,0,0.0
3,6,0,4,3,0,0.0
3,8,2,2,0,4,118.8
1,0,1,2,1,0,0.0
3,7,2,4,0,1,24.94
2,23,1,3,2,0,0.0
5,3,1,3,2,0,0.0
5,12,0,2,2,0,0.0
0,7,2,3,0,5,94.0
6,19,2,4,0,4,60.6
4,0,0,2,1,0,0.0
6,22,0,4,4,0,0.0
2,0,0,3,1,0,0.0
0,23,1,3,3,0,0.0
2,22,1,3,1,0,0.0
5,12,1,4,4,0,0.0
4,11,0,2,1,0,0.0
4,6,0,2,0,1,26.53
2,15,1,2,1,0,0.0
3,7,2,3,0,1,34.45
0,18,1,2,1,0,0.0
6,1,0,2,1,0,0.0
4,23,0,2,2,0,0.0
4,14,0,4,1,0,0.0
5,6,0,2,0,0,12.3
2,0,0,4,0,1,12.09
5,18,1,3,0,3,50.24
1,19,1,2,0,5,115.35
4,23,0,4,0,1,12.05
5,8,1,4,0,4,49.48
6,6,0,3,0,0,10.16
4,18,2,2,0,1,46.39
3,22,0,3,3,0,0.0
4,22,0,2,2,0,0.0
0,20,0,4,2,0,0.0
1,5,0,2,2,0,0.0
0,23,0,2,0,0,15.49
1,9,1,3,1,0,0.0
1,19,1,2,0,2,57.96
2,20,1,3,3,0,0.0
1,22,0,2,1,0,0.0
3,0,0,2,0,2,37.46
1,21,0,3,0,0,6.84
1,2,0,2,0,1,20.15
1,22,0,2,2,0,0.0
4,22,1,4,4,0,0.0
4,18,2,3,0,5,97.77
4,21,0,4,3,0,0.0
3,5,0,4,2,0,0.0
2,8,1,4,0,2,30.72
3,9,2,3,1,0,0.0
0,18,2,2,0,1,47.44
1,23,1,4,0,2,24.51
3,12,1,4,1,0,0.0
0,16,2,2,0,2,73.03
1,1,1,4,4,0,0.0
0,7,2,4,0,3,44.87
4,17,2,2,0,3,94.94
4,4,0,2,1,0,0.0
3,6,0,2,2,0,0.0
5,2,0,4,4,0,0.0
3,2,1,3,0,2,34.09
6,10,0,3,2,0,0.0
6,10,0,2,0,0,9.99
6,21,0,4,0,0,6.84
2,5,1,4,4,0,0.0
0,2,0,4,3,0,0.0
6,3,1,3,2,0,0.0
0,20,1,4,0,2,21.66
1,11,0,3,0,2,25.93
5,9,2,3,0,1,31.93
4,4,1,4,4,0,0.0
4,15,0,3,0,0,5.1
1,9,2,4,0,3,50.33
3,15,1,2,1,0,0.0
3,0,1,2,0,0,14.78
5,8,2,2,0,3,94.38
0,11,1,4,2,0,0.0
4,4,0,3,0,0,8.73
3,4,1,3,1,0,0.0
2,11,0,4,2,0,0.0
2,5,0,4,0,2,21.05
5,1,0,4,0,1,10.47
1,7,2,3,1,0,0.0
4,11,1,2,2,0,0.0
6,16,1,2,0,1,39.12
2,1,0,2,1,0,0.0
6,16,2,2,0,3,96.86
5,23,1,3,1,0,0.0
4,15,0,3,1,0,0.0
3,22,1,2,2,0,0.0
0,12,0,3,1,0,0.0
5,2,1,2,1,0,0.0
4,21,1,3,1,0,0.0
4,18,2,4,0,4,61.39
2,5,0,2,1,0,0.0
6,22,0,2,2,0,0.0
5,16,1,3,0,3,52.35
6,8,2,2,0,4,119.27
2,20,0,3,2,0,0.0
6,11,0,3,1,0,0.0
3,7,2,4,0,3,46.34
4,21,0,2,0,2,37.67
0,21,0,2,1,0,0.0
2,13,0,3,0,0,6.19
5,3,0,3,1,0,0.0
6,8,2,3,0,4,74.16
4,22,1,2,2,0,0.0
2,1,1,3,0,1,22.54
1,6,0,2,1,0,0.0
1,16,2,3,0,1,33.81
3,23,0,2,0,0,7.77
0,22,0,4,4,0,0.0
3,23,1,2,0,2,46.73
1,7,1,4,0,4,49.99
1,4,1,3,2,0,0.0
1,1,0,3,0,0,12.45
6,19,2,4,0,4,60.04
0,14,0,4,4,0,0.0
5,16,1,2,0,2,57.04
6,0,1,2,0,1,32.13
6,13,1,2,0,2,51.5
4,0,1,2,1,0,0.0
2,15,1,4,3,0,0.0
2,23,1,3,0,2,31.21
3,0,1,4,1,0,0.0
3,11,0,4,1,0,0.0
0,2,1,3,0,0,9.23
6,16,2,4,0,1,23.03
4,9,1,2,1,0,0.0
4,15,0,3,1,0,0.0
6,13,0,2,2,0,0.0
1,6,1,4,4,0,0.0
1,2,0,2,1,0,0.0
2,10,0,3,0,1,14.76
0,22,1,4,2,0,0.0
1,16,2,4,0,3,48.25
5,0,0,3,3,0,0.0
3,13,1,3,0,2,35.75
5,3,1,2,0,1,33.15
6,0,0,2,0,2,37.0
1,11,0,3,0,0,7.75
3,4,0,4,0,1,9.37
5,6,0,2,0,1,26.77
2,11,0,2,2,0,0.0
4,5,1,3,0,1,21.51
5,15,1,3,1,0,0.0
4,6,0,4,2,0,0.0
5,1,0,2,1,0,0.0
4,0,0,4,1,0,0.0
2,9,2,2,0,4,119.64
0,6,1,2,1,0,0.0
4,23,0,2,0,2,43.89
2,14,1,4,0,2,24.97
6,1,0,4,4,0,0.0
4,22,0,2,1,0,0.0
4,5,1,2,1,0,0.0
2,18,2,2,1,0,0.0
6,19,2,4,0,5,70.5
5,19,2,4,1,0,0.0
0,16,1,3,0,5,77.15
3,20,0,4,1,0,0.0
2,18,2,2,0,5,146.3
2,18,1,4,0,2,29.48
0,5,0,2,0,1,22.12
3,18,1,4,1,0,0.0
4,22,1,2,1,0,0.0
1,12,0,4,3,0,0.0
6,13,1,2,1,0,0.0
1,23,0,2,2,0,0.0
5,7,2,4,0,3,49.84
5,21,0,4,1,0,0.0
4,4,1,4,0,1,14.91
6,0,0,3,0,0,12.08
5,18,2,4,0,1,26.16
4,4,1,3,2,0,0.0
4,21,0,2,2,0,0.0
2,2,0,4,4,0,0.0
3,11,1,3,0,0,9.94
0,17,2,3,0,2,50.56
6,6,0,4,4,0,0.0
2,3,0,3,2,0,0.0
3,17,1,2,0,5,117.14
2,20,0,2,0,1,26.71
6,7,1,2,1,0,0.0
4,12,0,3,0,0,9.3
6,12,0,4,0,0,4.56
5,6,0,4,0,0,4.96
0,12,0,4,4,0,0.0
5,8,2,2,0,3,98.06
0,14,0,3,1,0,0.0
6,18,2,3,1,0,0.0
5,4,1,2,1,0,0.0
1,20,0,3,0,1,16.0
3,14,0,4,3,0,0.0
1,1,0,4,1,0,0.0
5,12,1,3,1,0,0.0
4,4,0,3,0,2,24.19
6,15,1,4,3,0,0.0
3,1,1,2,2,0,0.0
4,2,0,3,3,0,0.0
4,21,0,4,0,0,4.34
1,6,0,3,0,0,9.18
2,11,0,4,1,0,0.0
2,12,0,2,2,0,0.0
0,14,0,2,0,2,41.63
0,2,0,4,0,1,10.36
0,7,1,3,0,2,39.05
3,15,1,4,2,0,0.0
3,3,0,2,1,0,0.0
0,21,0,4,2,0,0.0
2,18,2,2,0,5,146.82
2,1,0,2,1,0,0.0
4,1,0,2,1,0,0.0
2,1,0,2,0,2,37.34
2,3,0,3,0,0,9.24
3,23,1,3,1,0,0.0
1,2,0,2,2,0,0.0
0,15,1,4,1,0,0.0
0,20,0,2,2,0,0.0
3,5,1,4,2,0,0.0
5,15,1,4,4,0,0.0
3,7,1,3,0,1,23.88
6,16,2,2,0,4,120.86
0,10,1,2,1,0,0.0
5,0,1,3,3,0,0.0
3,21,0,2,1,0,0.0
5,1,0,3,1,0,0.0
3,16,1,2,0,1,38.63
3,17,1,2,0,2,60.47
1,20,0,3,1,0,0.0
0,12,1,4,2,0,0.0
0,10,0,4,0,2,21.12
2,12,0,4,0,2,23.93
5,5,1,2,0,1,33.66
4,12,1,3,0,2,33.15
4,17,2,4,0,4,60.39
4,19,2,4,0,2,35.29
1,1,0,3,1,0,0.0
5,17,2,3,0,5,96.68
2,20,0,2,2,0,0.0
2,23,1,4,4,0,0.0
5,2,0,4,2,0,0.0
2,14,1,4,4,0,0.0
3,1,1,4,3,0,0.0
0,11,0,2,2,0,0.0
3,14,0,3,1,0,0.0
4,21,0,2,2,0,0.0
3,8,1,3,0,4,64.41
3,19,2,4,1,0,0.0
4,4,1,4,3,0,0.0
4,15,0,4,1,0,0.0
2,16,1,4,1,0,0.0
5,1,1,4,2,0,0.0
5,16,2,2,0,2,72.34
2,1,0,4,0,2,21.39
6,11,0,3,2,0,0.0
5,14,0,4,0,2,16.74
0,5,1,3,1,0,0.0
6,23,0,3,2,0,0.0
2,5,0,4,3,0,0.0
4,12,0,2,1,0,0.0
6,19,1,3,0,2,41.28
5,17,2,4,0,4,62.63
6,7,2,2,0,3,95.76
3,5,0,3,2,0,0.0
1,17,2,3,1,0,0.0
1,10,0,3,1,0,0.0
3,18,2,2,0,3,91.76
4,19,2,4,0,2,34.78
6,16,2,2,1,0,0.0
2,11,1,2,1,0,0.0
4,8,2,3,0,1,34.59
4,10,1,3,2,0,0.0
6,8,1,2,0,3,77.95
5,19,2,2,0,1,46.0
3,19,1,3,0,2,37.99
4,22,1,3,1,0,0.0
2,1,0,2,0,1,26.68
2,2,0,3,3,0,0.0
0,10,0,3,0,0,9.43
5,5,1,3,1,0,0.0
6,13,1,3,0,0,10.36
6,13,0,3,0,0,7.6
4,8,2,2,0,3,95.22
6,2,0,2,0,1,23.16
3,19,1,4,1,0,0.0
4,1,1,4,1,0,0.0
6,15,0,2,1,0,0.0
1,7,2,4,0,4,63.23
1,4,1,3,3,0,0.0
3,1,1,3,3,0,0.0
6,14,0,4,2,0,0.0
2,5,0,2,2,0,0.0
2,16,2,3,0,5,95.36
5,10,1,4,3,0,0.0
2,10,1,4,2,0,0.0
1,16,2,2,0,1,50.43
6,22,0,3,0,0,11.38
6,0,0,2,0,1,27.0
2,20,1,2,2,0,0.0
1,2,0,2,2,0,0.0
6,3,0,3,0,0,7.47
0,10,0,3,0,2,25.81
1,20,0,4,4,0,0.0
5,5,0,4,2,0,0.0
2,9,2,4,1,0,0.0
3,18,2,4,1,0,0.0
1,15,0,4,3,0,0.0
3,20,1,3,2,0,0.0
5,13,1,2,0,0,16.2
2,16,2,4,0,3,46.19
2,6,1,2,0,0,16.9
5,17,2,2,0,2,69.64
6,2,0,2,2,0,0.0
1,20,1,2,1,0,0.0
4,2,0,2,2,0,0.0
0,2,0,4,3,0,0.0
2,15,0,2,2,0,0.0
4,14,0,3,1,0,0.0
6,15,1,3,0,2,34.88
3,5,0,2,1,0,0.0
3,10,1,3,2,0,0.0
4,20,0,3,1,0,0.0
3,4,0,4,2,0,0.0
1,19,2,2,1,0,0.0
3,21,0,4,0,1,11.57
0,17,2,2,1,0,0.0
0,20,0,3,0,1,17.07
5,6,0,2,2,0,0.0
5,6,1,4,4,0,0.0
1,0,0,3,1,0,0.0
1,18,2,4,0,4,60.57
1,3,0,4,2,0,0.0
5,18,2,2,0,2,71.48
4,17,1,2,0,3,79.17
5,11,0,4,4,0,0.0
6,17,2,2,0,3,95.05
3,3,1,3,3,0,0.0
5,23,0,3,1,0,0.0
6,12,0,3,0,2,26.74
2,8,2,3,1,0,0.0
4,22,0,4,1,0,0.0
3,19,2,4,0,2,33.31
4,5,0,3,1,0,0.0
0,10,1,2,2,0,0.0
3,16,2,3,0,2,48.25
3,22,0,3,1,0,0.0
1,4,1,2,0,0,20.13
6,11,1,3,0,2,30.5
1,5,0,2,1,0,0.0
6,17,2,3,1,0,0.0
4,16,2,4,1,0,0.0
2,21,1,2,2,0,0.0
5,22,1,3,2,0,0.0
1,7,2,4,1,0,0.0
0,1,0,2,1,0,0.0
2,7,2,3,0,5,94.64
6,18,1,3,1,0,0.0
0,11,0,2,2,0,0.0
4,2,0,2,2,0,0.0
4,5,1,4,2,0,0.0
5,0,0,2,0,1,26.03
2,20,1,4,1,0,0.0
0,19,1,2,1,0,0.0
3,2,1,2,2,0,0.0
3,2,0,4,1,0,0.0
3,1,0,4,1,0,0.0
0,6,0,2,2,0,0.0
5,14,0,3,1,0,0.0
0,3,1,4,0,0,8.48
0,12,0,3,1,0,0.0
1,1,1,2,2,0,0.0
0,14,1,2,1,0,0.0
5,23,0,4,1,0,0.0
1,19,2,4,0,1,24.7
2,18,2,2,1,0,0.0
2,6,0,4,1,0,0.0
3,20,0,4,4,0,0.0
0,4,0,3,0,0,9.31
2,0,1,4,3,0,0.0
5,16,2,2,0,5,145.27
5,10,0,2,2,0,0.0
2,12,0,2,2,0,0.0
1,22,0,3,3,0,0.0
6,2,1,4,0,0,10.34
5,21,1,4,2,0,0.0
1,22,0,4,0,0,7.07
1,14,0,2,1,0,0.0
1,13,1,3,2,0,0.0
4,11,0,3,1,0,0.0
1,0,0,3,1,0,0.0
0,4,0,3,3,0,0.0
0,11,0,4,3,0,0.0
1,17,2,3,0,2,47.52
4,19,2,2,0,4,121.35
3,18,2,2,0,2,75.8
1,9,2,4,0,3,47.73
2,8,2,2,0,2,70.05
5,22,0,3,1,0,0.0
0,3,1,2,1,0,0.0
3,15,1,4,3,0,0.0
2,13,1,3,0,1,23.88
3,18,2,4,0,3,47.76
3,5,0,2,1,0,0.0
6,3,0,2,1,0,0.0
3,0,0,2,2,0,0.0
0,3,0,4,0,0,1.9
0,23,1,3,1,0,0.0
0,14,0,3,0,1,18.36
1,13,0,4,4,0,0.0
0,16,2,2,0,4,118.93
0,4,0,4,0,1,12.32
5,1,0,3,1,0,0.0
4,1,0,3,0,0,9.0
0,14,0,4,2,0,0.0
0,1,0,3,2,0,0.0
3,9,2,2,0,1,48.38
5,6,0,2,2,0,0.0
3,5,1,3,2,0,0.0
3,13,0,4,4,0,0.0
2,15,0,2,0,2,38.92
0,10,1,2,0,2,47.88
3,5,0,3,3,0,0.0
3,13,0,2,1,0,0.0
4,2,0,4,1,0,0.0
5,15,0,2,0,1,26.03
3,13,0,3,2,0,0.0
2,20,0,4,0,0,5.73
0,14,0,4,3,0,0.0
0,8,1,2,0,5,118.48
1,17,1,4,0,5,59.73
0,10,1,2,2,0,0.0
0,10,0,2,1,0,0.0
4,19,1,4,0,5,56.63
6,15,1,3,3,0,0.0
5,7,1,4,0,4,50.92
4,14,0,4,3,0,0.0
3,19,2,4,0,1,22.93
3,12,0,2,0,1,26.62
2,1,0,3,2,0,0.0
1,7,2,2,1,0,0.0
1,6,1,4,4,0,0.0
5,18,2,4,0,5,72.73
3,0,1,2,1,0,0.0
1,13,0,4,0,0,9.93
3,1,0,4,4,0,0.0
6,5,0,2,1,0,0.0
0,5,1,4,0,2,23.93
6,21,0,4,0,2,18.05
6,2,0,2,2,0,0.0
5,19,2,4,1,0,0.0
1,3,0,2,0,2,37.46
6,17,2,4,0,5,71.39
0,2,0,4,2,0,0.0
2,17,1,2,0,4,99.1
2,16,2,4,0,5,68.77
3,16,2,3,0,5,93.89
1,1,0,2,2,0,0.0
0,13,0,3,3,0,0.0
5,2,0,2,1,0,0.0
4,2,1,3,3,0,0.0
0,20,0,4,1,0,0.0
4,15,1,4,2,0,0.0
6,5,1,4,3,0,0.0
4,16,2,2,1,0,0.0
4,21,1,3,0,1,19.53
0,18,1,3,0,3,53.9
6,2,0,4,0,1,15.92
3,1,1,3,1,0,0.0
1,15,1,3,1,0,0.0
2,23,0,3,0,1,16.46
4,21,1,4,3,0,0.0
1,9,1,4,1,0,0.0
5,20,1,3,3,0,0.0
3,17,2,2,0,5,143.66
3,0,0,3,2,0,0.0
1,2,0,3,1,0,0.0
4,10,0,2,0,0,12.64
2,18,2,2,1,0,0.0
2,17,1,4,0,5,60.82
4,7,2,3,1,0,0.0
4,22,0,4,4,0,0.0
0,13,0,2,1,0,0.0
3,4,0,4,4,0,0.0
4,2,0,3,0,0,6.48
2,2,0,2,2,0,0.0
6,23,0,2,2,0,0.0
6,19,1,4,0,4,49.23
0,7,2,2,1,0,0.0
0,10,0,2,0,1,26.95
2,17,1,4,1,0,0.0
2,22,0,2,1,0,0.0
2,9,1,3,0,1,27.0
4,3,0,3,0,0,8.71
